"region"
"Arica Y Parinacota"
"De Tarapaca"
"De Antofagasta"
"De Atacama"
"De Coquimbo"
"De Valparaiso"
"Metropolitana De Santiago"
"Del Libertador Bdo. O'Higgins"
"Del Maule"
"De Ñuble"
"Del Biobio"
"De La Araucania"
"De Los Rios"
"De Los Lagos"
"Aisen Del Gral. Carlos Ibañez"
"De Magallanes Y Antartica Ch."
"INTERNACIONAL"
